"","Name","Total","Rank","Award","Year"
"1815","Claudio Teghil",2,148,NA,1977
"1816","Naima Nagui",1,152,NA,1977
"1817","M. Hans",1,152,NA,1977
"1818","Stefano Schierano",1,152,NA,1977
"1819","R. de Volder",0,155,NA,1977
"1820","Mark Kleiman",40,1,"Gold",1978
"1821","Richard Ewen Borcherds",39,2,"Gold, Special prize",1978
"1822","Victor Nistor",37,3,"Gold",1978
"1823","Bogdan Enescu",36,4,"Gold",1978
"1824","Uwe Weselmann",35,5,"Gold",1978
"1825","Jan Nekovář",34,6,"Silver",1978
"1826","Mladen Bestvina",34,6,"Silver",1978
"1827","Marc van Leeuwen",33,8,"Silver, Special prize (2)",1978
"1828","Gheorghe Silberberg",33,8,"Silver",1978
"1829","Jan Kratochvíl",32,10,"Silver",1978
"1830","Andraş Nemethi",32,10,"Silver",1978
"1831","Gabriel Nagy",31,12,"Silver",1978
"1832","Ehud Reiter",31,12,"Silver",1978
"1833","Gerhard Turnwald",30,14,"Silver",1978
"1834","Victor Milenkovic",30,14,"Silver",1978
"1835","Vũ Kim Tuấn",30,14,"Silver",1978
"1836","Ognjan Trifunov",29,17,"Silver",1978
"1837","Randall Dougherty",29,17,"Silver",1978
"1838","Nguyễn Thanh Tùng",29,17,"Silver",1978
"1839","Günther Rothe",28,20,"Silver",1978
"1840","Pierre Gilles Lemarié",28,20,"Silver",1978
"1841","Alan John Dix",28,20,"Silver",1978
"1842","Helmut Gferer",27,23,"Silver",1978
"1843","Georges Quenot",27,23,"Silver",1978
"1844","Philip Edward Gibbs",27,23,"Silver",1978
"1845","Thierry Coquand",26,26,"Bronze",1978
"1846","Johan Yebbou",26,26,"Bronze",1978
"1847","Ulrich Everling",26,26,"Bronze",1978
"1848","Hans Mulder",26,26,"Bronze",1978
"1849","David Montana",26,26,"Bronze",1978
"1850","Charles Walter",26,26,"Bronze",1978
"1851","Vladimir Kostov",25,32,"Bronze",1978
"1852","Emy Pîrpăriţă",25,32,"Bronze",1978
"1853","Đỗ Đức Thái",25,32,"Bronze",1978
"1854","David Hilbert",24,35,"Bronze",1978
"1855","Georg Karner",24,35,"Bronze",1978
"1856","Rusi Jordanov",24,35,"Bronze",1978
"1857","Ricardo Gonzalez Felipe",24,35,"Bronze",1978
"1858","Zdeněk Vavřín",24,35,"Bronze",1978
"1859","Markku Markkanen",24,35,"Bronze, Special prize",1978
"1860","Michel Jaques Schmitt",24,35,"Bronze",1978
"1861","Richard Michael Durbin",24,35,"Bronze",1978
"1862","Richard Pennington",24,35,"Bronze",1978
"1863","Hồ Đình Duẩn",24,35,"Bronze",1978
"1864","Lê Như Dương",24,35,"Bronze",1978
"1865","Amer Bešlagić",24,35,"Bronze",1978
"1866","Nadezhda Ribarska",23,47,"Bronze",1978
"1867","Rafael Pedrosa Martinez",23,47,"Bronze",1978
"1868","Milan Veščičík",23,47,"Bronze",1978
"1869","Jean Benoit Bost",23,47,"Bronze",1978
"1870","Herbert Wingen",23,47,"Bronze",1978
"1871","Andrzej Nędzusiak",23,47,"Bronze",1978
"1872","Nguyễn Tuấn Hùng",23,47,"Bronze",1978
"1873","Nguyễn Hồng Thái",23,47,"Bronze",1978
"1874","Aleksandar Vučić",23,47,"Bronze",1978
"1875","Peter Filakovszký",22,56,"Bronze",1978
"1876","Antti Valmari",22,56,"Bronze",1978
"1877","Martin Roller",22,56,"Bronze",1978
"1878","Paweł Domański",22,56,"Bronze",1978
"1879","Alexandru Zaharescu",22,56,"Bronze",1978
"1880","Johan Håstad",22,56,"Bronze",1978
"1881","Andrew Bernoff",22,56,"Bronze",1978
"1882","Nguyễn Trung Hà",22,56,"Bronze",1978
"1883","Thomas Grechenig",21,64,NA,1978
"1884","Boris Kovachev",21,64,NA,1978
"1885","Milena Moskova",21,64,NA,1978
"1886","Todor Stojanov",21,64,NA,1978
"1887","Zdeněk Kalousek",21,64,NA,1978
"1888","Rainer Johanni",21,64,NA,1978
"1889","Hartmut Maennel",21,64,NA,1978
"1890","Rob Potting",21,64,NA,1978
"1891","Jerzy Sawa",21,64,NA,1978
"1892","Jarosław Wróblewski",21,64,NA,1978
"1893","Alexandru Nica",21,64,NA,1978
"1894","Clive Anthony Frostick",21,64,NA,1978
"1895","Daniel Bloch",21,64,NA,1978
"1896","Kostadin Trenčevski",21,64,NA,1978
"1897","Mirko Navara",20,78,NA,1978
"1898","Frank Hoogeveen",20,78,NA,1978
"1899","Martin Philip Gilchrist",20,78,NA,1978
"1900","Ilja Turek",19,81,NA,1978
"1901","Peter Wagemans",19,81,NA,1978
"1902","Jerzy Wojciechowski",19,81,NA,1978
"1903","Novica Blažić",19,81,NA,1978
"1904","Stefan Stiochev",18,85,NA,1978
"1905","Hans-Werner Mikolaiski",18,85,NA,1978
"1906","Erich Runge",18,85,NA,1978
"1907","Krzysztof Błajek",18,85,NA,1978
"1908","Ludomir Newelski",18,85,NA,1978
"1909","Jan Söderkvist",18,85,NA,1978
"1910","Peter Picton Taylor",18,85,NA,1978
"1911","Moma Jovanović",18,85,NA,1978
"1912","Frédéric Schmidt",17,93,NA,1978
"1913","Marijn Franx",17,93,NA,1978
"1914","Rikard Dahlman",17,93,NA,1978
"1915","Olga Timčenko",17,93,NA,1978
"1916","Norbert Pfannerer",16,97,NA,1978
"1917","Seppo Korpela",16,97,NA,1978
"1918","S. Erdene",16,97,NA,1978
"1919","Robert Jan Kooman",16,97,NA,1978
"1920","Johan Råde",16,97,NA,1978
"1921","Martin Nilsson",15,102,NA,1978
"1922","Daniş Űnverdi",15,102,NA,1978
"1923","Danko Jocić",15,102,NA,1978
"1924","Ari Karppinen",14,105,NA,1978
"1925","Ilkka Vuorio",14,105,NA,1978
"1926","S. Demberel",14,105,NA,1978
"1927","Janusz Morajda",14,105,NA,1978
"1928","Karl Forsberg",14,105,NA,1978
"1929","Mehmet Tekin Akpolat",14,105,NA,1978
"1930","Alberto Ochoa Rodriguez",12,111,NA,1978
"1931","Petri Toiviainen",12,111,NA,1978
"1932","Tevfik Tezcaner",12,111,NA,1978
"1933","B. Sol",11,114,NA,1978
"1934","Javier Avalons Llerena",9,115,NA,1978
"1935","Kurt Johansson",9,115,NA,1978
"1936","Mustafa Sırrı Akel",9,115,NA,1978
"1937","Ali Sabri Pinarer",9,115,NA,1978
"1938","Antti Laato",8,119,NA,1978
"1939","Osmo Pekonen",8,119,NA,1978
"1940","Bruno Heintz",8,119,NA,1978
"1941","P. Monjanhan",6,122,NA,1978
"1942","Magnus Karlsson",6,122,NA,1978
"1943","Jan Herman Veldkamp",5,124,NA,1978
"1944","Günter Oedl",4,125,NA,1978
"1945","B. Davaadorj",4,125,NA,1978
"1946","G. Tolt",4,125,NA,1978
"1947","Cenap Irfanoğlu",4,125,NA,1978
"1948","S. Ganbat",3,129,NA,1978
"1949","T. Sughir",3,129,NA,1978
"1950","Hasan Oğuz",2,131,NA,1978
"1951","Adnan Acan",1,132,NA,1978
"1952","Jan Nekovář",40,1,"Gold",1979
"1953","Aleksandr Razborov",40,1,"Gold",1979
"1954","Ilija Zaharevič",40,1,"Gold",1979
"1955","Lê Bá Khánh Trình",40,1,"Gold",1979
"1956","Hartmut Maennel",39,5,"Gold",1979
"1957","Victor Nistor",39,5,"Gold",1979
"1958","Michael Larsen",39,5,"Gold",1979
"1959","?",37,8,"Gold",1979
"1960","Igor Lisenok",36,9,"Silver",1979
"1961","Mihail Rudkovski",36,9,"Silver",1979
"1962","Holger Eng",35,11,"Silver",1979
"1963","*",35,11,"Silver",1979
"1964","Sergei Hlebutin",35,11,"Silver",1979
"1965","Boban Veličković",35,11,"Silver",1979
"1966","Thomas Volker",34,15,"Silver",1979
"1967","Péter Hajnal",34,15,"Silver",1979
"1968","Gábor Umann",34,15,"Silver",1979
"1969","Andrei Ljahovec",34,15,"Silver",1979
"1970","*",34,15,"Silver",1979
"1971","*",34,15,"Silver",1979
"1972","Bruce Smith",34,15,"Silver",1979
"1973","Lutz Dietrich",33,22,"Silver",1979
"1974","Hans-Dieter Foß",33,22,"Silver",1979
"1975","Freek Wiedijk",33,22,"Silver",1979
"1976","*",33,22,"Silver",1979
"1977","Livio Milea",33,22,"Silver",1979
"1978","*",33,22,"Silver",1979
"1979","?",32,28,"Silver",1979
"1980","*",32,28,"Silver",1979
"1981","Mark Pleszkoch",32,28,"Silver",1979
"1982","*",32,28,"Silver",1979
"1983","Thomas Gundermann",31,32,"Silver",1979
"1984","Hans Ranke",30,33,"Silver",1979
"1985","*",30,33,"Silver",1979
"1986","Reiner Zorn",29,35,"Silver",1979
"1987","Piotr Szafrański",29,35,"Silver",1979
"1988","Witold Szczechla",29,35,"Silver",1979
"1989","Johan Håstad",29,35,"Silver",1979
"1990","Jan Söderkvist",29,35,"Silver",1979
"1991","*",29,35,"Silver",1979
"1992","?",28,41,"Bronze",1979
"1993","?",28,41,"Bronze",1979
"1994","*",28,41,"Bronze",1979
"1995","Jarosław Wróblewski",27,44,"Bronze",1979
"1996","Aleksandr Degtiarev",27,44,"Bronze",1979
"1997","Michael Finn",27,44,"Bronze",1979
"1998","*",27,44,"Bronze",1979
"1999","Josef Tkadlec",26,48,"Bronze",1979
"2000","Uwe Szyska",26,48,"Bronze",1979
"2001","*",26,48,"Bronze",1979
"2002","Helmut Zeisel",25,51,"Bronze",1979
"2003","?",24,52,"Bronze",1979
"2004","Jozef Jirásek",24,52,"Bronze",1979
"2005","Ludomir Newelski",24,52,"Bronze",1979
"2006","Laurence Penn",24,52,"Bronze",1979
"2007","*",24,52,"Bronze",1979
"2008","Thomas Grechenig",23,57,"Bronze",1979
"2009","?",23,57,"Bronze",1979
"2010","?",23,57,"Bronze",1979
"2011","Radan Kučera",23,57,"Bronze",1979
"2012","Antti Valmari",23,57,"Bronze",1979
"2013","*",23,57,"Bronze",1979
"2014","*",23,57,"Bronze",1979
"2015","*",23,57,"Bronze",1979
"2016","*",23,57,"Bronze",1979
"2017","Xavier Gonze",22,66,"Bronze",1979
"2018","?",22,66,"Bronze",1979
"2019","Tamás Erdélyi",22,66,"Bronze",1979
"2020","Jan Koen Annot",22,66,"Bronze",1979
"2021","Johan Råde",22,66,"Bronze",1979
"2022","Harald Skarke",21,71,"Bronze",1979
"2023","Alexander Bartmann",21,71,"Bronze",1979
"2024","Tassos Stamatelos",21,71,"Bronze",1979
"2025","Piotr Podleś",21,71,"Bronze",1979
"2026","*",21,71,"Bronze",1979
"2027","*",21,71,"Bronze",1979
"2028","Werner Aumayer",20,77,"Bronze",1979
"2029","?",20,77,"Bronze",1979
"2030","Miroslav Chlebík",20,77,"Bronze",1979
"2031","Bodo Heise",20,77,"Bronze",1979
"2032","Márió Szegedy",20,77,"Bronze",1979
"2033","?",20,77,"Bronze",1979
"2034","Herbert Steinrück",19,83,NA,1979
"2035","?",19,83,NA,1979
"2036","?",19,83,NA,1979
"2037","Andreas Kasparek",19,83,NA,1979
"2038","Bernd Kreußler",19,83,NA,1979
"2039","Steffen Zopf",19,83,NA,1979
"2040","Murman Amdroladze",19,83,NA,1979
"2041","Osmo Pekonen",18,90,NA,1979
"2042","Gábor Tardos",18,90,NA,1979
"2043","Hugo Cramer",18,90,NA,1979
"2044","*",17,93,NA,1979
"2045","Ladislav Kubini",17,93,NA,1979
"2046","Gábor Nagy",17,93,NA,1979
"2047","Jos van der Bijl",17,93,NA,1979
"2048","?",17,93,NA,1979
"2049","Mats Gustafsson",17,93,NA,1979
"2050","Richard Agin",17,93,NA,1979
"2051","Ronald Kaminsky",17,93,NA,1979
"2052","Michael Schmuckenschläger",16,101,NA,1979
"2053","?",16,101,NA,1979
"2054","Jaroslav Hančl",16,101,NA,1979
"2055","Ari Karppinen",16,101,NA,1979
"2056","Géza Bohus",16,101,NA,1979
"2057","?",16,101,NA,1979
"2058","Gerhard Sorger",15,107,NA,1979
"2059","?",15,107,NA,1979
"2060","György Kiss",15,107,NA,1979
"2061","?",15,107,NA,1979
"2062","Eero Saksman",14,111,NA,1979
"2063","?",14,111,NA,1979
"2064","Jürgen Doenhardt",14,111,NA,1979
"2065","Mats Ahlbeck",14,111,NA,1979
"2066","Günter Pollak",13,115,NA,1979
"2067","?",13,115,NA,1979
"2068","Frank Eisenhaber",13,115,NA,1979
"2069","?",13,115,NA,1979
"2070","Jan Cieśliński",13,115,NA,1979
"2071","Magnus Karlsson",13,115,NA,1979
"2072","*",13,115,NA,1979
"2073","*",13,115,NA,1979
"2074","Otto Ritter",12,123,NA,1979
"2075","?",12,123,NA,1979
"2076","?",12,123,NA,1979
"2077","?",11,126,NA,1979
"2078","?",11,126,NA,1979
"2079","?",11,126,NA,1979
"2080","Carel Faber",11,126,NA,1979
"2081","Jan Luuk Roelfsema",11,126,NA,1979
"2082","*",11,126,NA,1979
"2083","?",10,132,NA,1979
"2084","Harry Bruning",10,132,NA,1979
"2085","Karl Forsberg",10,132,NA,1979
"2086","?",9,135,NA,1979
"2087","?",9,135,NA,1979
"2088","Włodzimierz Jelonek",9,135,NA,1979
"2089","Peter Ryde-Pettersson",9,135,NA,1979
"2090","Randy Ekl",9,135,NA,1979
"2091","Paul Louis Iske",8,140,NA,1979
"2092","Zbigniew Jelonek",8,140,NA,1979
"2093","*",7,142,NA,1979
"2094","Timo Toivari",7,142,NA,1979
"2095","*",7,142,NA,1979
"2096","*",7,142,NA,1979
"2097","Michel Dauphin",7,142,NA,1979
"2098","*",6,147,NA,1979
"2099","*",6,147,NA,1979
"2100","Timo Tiihonen",6,147,NA,1979
"2101","*",6,147,NA,1979
"2102","*",6,147,NA,1979
"2103","*",5,152,NA,1979
"2104","*",5,152,NA,1979
"2105","?",5,152,NA,1979
"2106","*",5,152,NA,1979
"2107","*",4,156,NA,1979
"2108","Tapani Tarvainen",4,156,NA,1979
"2109","?",4,156,NA,1979
"2110","*",3,159,NA,1979
"2111","*",3,159,NA,1979
"2112","*",3,159,NA,1979
"2113","*",3,159,NA,1979
"2114","*",2,163,NA,1979
"2115","*",2,163,NA,1979
"2116","*",2,163,NA,1979
"2117","Matti Siivola",1,166,NA,1979
"2118","Andreas Binder",42,1,"Gold",1981
"2119","Harald Skarke",42,1,"Gold",1981
"2120","Nicolau Corçao Saldanha",42,1,"Gold",1981
"2121","Georgi Iordanov Vodev",42,1,"Gold",1981
"2122","David Ash",42,1,"Gold",1981
"2123","Georges Gonthier",42,1,"Gold",1981
"2124","Jan Nekovář",42,1,"Gold",1981
"2125","Jean-François Bertin",42,1,"Gold",1981
"2126","Pierre Lavaurs",42,1,"Gold",1981
"2127","Hartmut Maennel",42,1,"Gold",1981
"2128","Martin Neschen",42,1,"Gold",1981
"2129","Günter M. Ziegler",42,1,"Gold",1981
"2130","Gábor Simonyi",42,1,"Gold",1981
"2131","Yossi Azar",42,1,"Gold",1981
"2132","Michel Dauphin",42,1,"Gold",1981
"2133","Jarosław Wróblewski",42,1,"Gold",1981
"2134","Valery Alexeev",42,1,"Gold",1981
"2135","Yuri Chekanov",42,1,"Gold",1981
"2136","Mikhail Grinchuk",42,1,"Gold",1981
"2137","Mark David Bennet",42,1,"Gold",1981
"2138","William Timothy (Tim) Gowers",42,1,"Gold",1981
"2139","Noam Elkies",42,1,"Gold",1981
"2140","Benji Fisher",42,1,"Gold",1981
"2141","Brian Hunt",42,1,"Gold",1981
"2142","Jeremy Primer",42,1,"Gold",1981
"2143","Mladen Despić",42,1,"Gold",1981
"2144","Martin Goldstern",41,27,"Gold",1981
"2145","Günter Pollak",41,27,"Gold",1981
"2146","Todor Petkov Mitev",41,27,"Gold",1981
"2147","Taneli Huuskonen",41,27,"Gold",1981
"2148","Ortwin Gasper",41,27,"Gold",1981
"2149","Bernhard Raaf",41,27,"Gold",1981
"2150","Gyula Károlyi",41,27,"Gold",1981
"2151","Endre Szabó",41,27,"Gold",1981
"2152","Tomasz Hrycak",41,27,"Gold",1981
"2153","Jeremy Charles Rickard",41,27,"Gold",1981
"2154","Krasimir Georgiev Ianakiev",40,37,"Silver",1981
"2155","Igor Kříž",40,37,"Silver",1981
"2156","Gábor Tardos",40,37,"Silver",1981
"2157","Martin Kreuzer",39,40,"Silver",1981
"2158","Gregg Patruno",39,40,"Silver",1981
"2159","Richard Stong",39,40,"Silver",1981
"2160","Bernard Steenis",38,43,"Silver",1981
"2161","Jozef Bednárik",38,43,"Silver",1981
"2162","Petr Couf",38,43,"Silver",1981
"2163","Eero Saksman",38,43,"Silver",1981
"2164","Johan Råde",38,43,"Silver",1981
"2165","Peter Benedict Kronheimer",38,43,"Silver",1981
"2166","Stephen John Montgomery-Smith",38,43,"Silver",1981
"2167","Josef Schicho",37,50,"Silver",1981
"2168","Ivan Deman",37,50,"Silver",1981
"2169","Emil Milanov Kolev",37,50,"Silver",1981
"2170","Charles S. Timar",37,50,"Silver",1981
"2171","Bernhard Leeb",37,50,"Silver",1981
"2172","Tonny Hurkens",37,50,"Silver",1981
"2173","Imre Bennett Leader",37,50,"Silver",1981
"2174","Nina Ležaić",37,50,"Silver",1981
"2175","Heinz Roitner",36,58,"Silver",1981
"2176","Daan Krammer",36,58,"Silver",1981
"2177","Paul van der Wagt",36,58,"Silver",1981
"2178","Roman Kapuściński",36,58,"Silver",1981
"2179","*",36,58,"Silver",1981
"2180","Yuri Ekishev",36,58,"Silver",1981
"2181","Ian Robert Hart Jackson",36,58,"Silver",1981
"2182","John Chew",35,65,"Silver",1981
"2183","Witold Biedrzycki",35,65,"Silver",1981
"2184","Jarosław Świątek",35,65,"Silver",1981
"2185","*",35,65,"Silver",1981
"2186","Airat Chanyshev",35,65,"Silver",1981
"2187","James Roche",35,65,"Silver",1981
"2188","Nikola Miljković",35,65,"Silver",1981
"2189","Alexander Nenov Ivanov",34,72,"Silver",1981
"2190","Jose I. Ariza",34,72,"Silver",1981
"2191","Emilia Grigorova Ivanova",33,74,"Bronze",1981
"2192","Heikki Tuuri",33,74,"Bronze",1981
"2193","*",33,74,"Bronze",1981
"2194","Andrei Aralkin",33,74,"Bronze",1981
"2195","David Yuen",33,74,"Bronze",1981
"2196","Miroslav Tsanov Iotov",32,79,"Bronze",1981
"2197","Jiří Sgall",32,79,"Bronze",1981
"2198","Dan Abramovich",32,79,"Bronze",1981
"2199","*",32,79,"Bronze",1981
"2200","Hans-Olof Kuylenstierna",32,79,"Bronze",1981
"2201","Anders Rantzer",32,79,"Bronze",1981
"2202","Nebojša Elez",32,79,"Bronze",1981
"2203","Jyrki Lahtonen",31,86,"Bronze",1981
"2204","Noam Kalmanson",31,86,"Bronze",1981
"2205","Ivica Bošnjak",31,86,"Bronze",1981
"2206","Kuno Zhuber - Okrog",30,89,"Bronze",1981
"2207","Julian West",29,90,"Bronze",1981
"2208","Anne-Marie Aubert",29,90,"Bronze",1981
"2209","Sennon David",29,90,"Bronze",1981
"2210","Yuri Lev",29,90,"Bronze",1981
"2211","Richard Wilson",28,94,"Bronze",1981
"2212","Dimiter Kostadinov Statelov",28,94,"Bronze",1981
"2213","Michael Roth",28,94,"Bronze",1981
"2214","Aleksander Maliszewski",28,94,"Bronze",1981
"2215","Mikael Rittri",28,94,"Bronze",1981
"2216","Iiro Honkala",27,99,"Bronze",1981
"2217","Bart van de Leemput",27,99,"Bronze",1981
"2218","Stephen Paul (Paul) Smith",27,99,"Bronze",1981
"2219","Hervé Bonnaud",26,102,"Bronze",1981
"2220","Igor Aurer",26,102,"Bronze",1981
"2221","Michel Jacquemin",25,104,NA,1981
"2222","Arthur Baragar",25,104,NA,1981
"2223","Andrei Martinez",25,104,NA,1981
"2224","Yuri Rabinovitch",25,104,NA,1981
"2225","Erik Admiraal",25,105,NA,1981
"2226","Bram Bouwens",25,104,NA,1981
"2227","Michel Goemans",24,110,NA,1981
"2228","Sarantos Kapidakis",24,110,NA,1981
"2229","Izabella Łaba",24,110,NA,1981
"2230","Helder Wenceslau",23,113,NA,1981
"2231","David Bernier",23,113,NA,1981
"2232","Maria Cristina Pereyra",23,113,NA,1981
"2233","Radovan Jevtić",23,113,NA,1981
"2234","Alan Blair",22,117,NA,1981
"2235","Domingo Louis",22,117,NA,1981
"2236","Bo Bernhardsson",22,117,NA,1981
"2237","Gerhard Wöginger",21,120,NA,1981
"2238","Luis Cardoso",21,120,NA,1981
"2239","Alexandre Chuva",21,120,NA,1981
"2240","Tomas Pelosi Filho",21,120,NA,1981
"2241","Ulf Carlsson",20,124,NA,1981
"2242","Dragan Vukotić",20,124,NA,1981
"2243","Jorge L. Barreras",19,126,NA,1981
"2244","Marc Rosso",18,127,NA,1981
"2245","Jerzy Ciosłowski",18,127,NA,1981
"2246","Bo Sundborg",18,127,NA,1981
"2247","?",18,127,NA,1981
"2248","Stephen McKay",17,131,NA,1981
"2249","Antonio José Madeira Domingues",17,131,NA,1981
"2250","Ilkka Kiema",17,131,NA,1981
"2251","Erick de Vries",17,131,NA,1981
"2252","Arndt Jonasson",17,131,NA,1981
"2253","John Bowman",16,136,NA,1981
"2254","Leonard Shulman",16,136,NA,1981
"2255","Sieds van de Schaaf",16,136,NA,1981
"2256","Jean-François Bensahel",15,139,NA,1981
"2257","?",15,139,NA,1981
"2258","Antonio Caldas Neto",14,141,NA,1981
"2259","Nelson Medina",14,141,NA,1981
"2260","Herbert Suárez",14,141,NA,1981
"2261","Ricardo Vélez",14,141,NA,1981
"2262","Raul Perez",14,141,NA,1981
"2263","?",14,141,NA,1981
"2264","?",14,141,NA,1981
"2265","Gustavo Lau",14,141,NA,1981
"2266","Jim Farmer",13,149,NA,1981
"2267","Henrique Mendes",13,149,NA,1981
"2268","Rodrigo Calderón",13,149,NA,1981
"2269","José Guterman",13,149,NA,1981
"2270","Mario Mejia",13,149,NA,1981
"2271","?",13,149,NA,1981
"2272","?",13,149,NA,1981
"2273","Geoffrey Heenan",12,156,NA,1981
"2274","Kenneth Ross",12,156,NA,1981
"2275","René Dager Salomon",12,156,NA,1981
"2276","?",12,156,NA,1981
"2277","Marcos Lederman",11,160,NA,1981
"2278","?",11,160,NA,1981
"2279","Wing On Lam",10,162,NA,1981
"2280","Kari Kinaret",10,162,NA,1981
"2281","Marco A. Gonzalez",9,164,NA,1981
"2282","Timo Rönkkö",9,164,NA,1981
"2283","Roberto Cavalieros",9,164,NA,1981
"2284","Ken Skinner",8,167,NA,1981
"2285","Didier Casserau",8,167,NA,1981
"2286","Nanna Gillis",6,169,NA,1981
"2287","Ernesto Moreno Frias",6,169,NA,1981
"2288","Boris Ackerman",6,169,NA,1981
"2289","Francisco Javier López López",4,172,NA,1981
"2290","Oscar Dos Reis",4,172,NA,1981
"2291","Moisés Lejter",4,172,NA,1981
"2292","Lea Elst",3,175,NA,1981
"2293","Marie-Anne Loones",3,175,NA,1981
"2294","Guido Max",3,175,NA,1981
"2295","Ciro Filemón Flores Riviera",3,175,NA,1981
"2296","Nisin Aquinin",3,175,NA,1981
"2297","?",2,180,NA,1981
"2298","Sergio Barajas Félix",2,180,NA,1981
"2299","Aldo René Maldonaldo Duarte",2,180,NA,1981
"2300","Tatiana Toro",1,183,NA,1981
"2301","Raúl Medina Hernández",1,183,NA,1981
"2302","Marlon Sánchez",1,183,NA,1981
"2303","Bruno Haible",42,1,"Gold",1982
"2304","Grigorij Perelman",42,1,"Gold",1982
"2305","Lê Tự Quốc Thǎng",42,1,"Gold",1982
"2306","Ralf Hortig",40,4,"Gold",1982
"2307","Noam Elkies",40,4,"Gold",1982
"2308","Josef Schicho",38,6,"Gold",1982
"2309","Jean-François Bertin",38,6,"Gold",1982
"2310","Bodo Heise",37,8,"Gold",1982
"2311","Michael Stoll",37,8,"Gold",1982
"2312","Konstantin Matveev",37,8,"Gold",1982
"2313","Gyula Károlyi",36,11,"Silver",1982
"2314","Taneli Huuskonen",35,12,"Silver",1982
"2315","Bernhard Leeb",35,12,"Silver",1982
"2316","Gábor Tardos",35,12,"Silver",1982
"2317","Brian Hunt",35,12,"Silver",1982
"2318","Jiří Sgall",34,16,"Silver",1982
"2319","Heikki Tuuri",34,16,"Silver",1982
"2320","Daan Krammer",34,16,"Silver",1982
"2321","Endre Szabó",33,19,"Silver",1982
"2322","Marius Mitrea",33,19,"Silver",1982
"2323","Jochen Lattermann",32,21,"Silver",1982
"2324","Washington Taylor",32,21,"Silver",1982
"2325","Trân Minh",32,21,"Silver",1982
"2326","Igor Kříž",31,24,"Silver",1982
"2327","Bernhard Raaf",31,24,"Silver",1982
"2328","Tomasz Hrycak",30,26,"Silver",1982
"2329","Alexander Szpivak",30,26,"Silver",1982
"2330","Ngô Phú Thanh",30,26,"Silver",1982
"2331","Mladen Despić",30,26,"Silver",1982
"2332","Pavle Pandžić",30,26,"Silver",1982
"2333","Emil Milanov Kolev",29,31,"Bronze",1982
"2334","Charles S. Timar",29,31,"Bronze",1982
"2335","Petr Couf",29,31,"Bronze",1982
"2336","William James Sutherland",29,31,"Bronze",1982
"2337","Douglas Jungreis",29,31,"Bronze",1982
"2338","Nguyễn Hũu Hoàn",29,31,"Bronze",1982
"2339","Jyrki Lahtonen",28,37,"Bronze",1982
"2340","Vladimir Titenko",28,37,"Bronze",1982
"2341","Piers Jeremy Coxon",28,37,"Bronze",1982
"2342","Krasimis Georgiev Ianakiev",27,40,"Bronze",1982
"2343","Bernd Kirchheim",27,40,"Bronze",1982
"2344","Jacek Świątkowski",27,40,"Bronze",1982
"2345","Ivan Gruvdev Todorov",26,43,"Bronze",1982
"2346","Alexander Nenov Ivanov",26,43,"Bronze",1982
"2347","Orest Bucicovski",26,43,"Bronze",1982
"2348","Lucian Man",26,43,"Bronze",1982
"2349","Anders Rantzer",25,47,"Bronze",1982
"2350","Luis Alberto dos Santos",24,48,"Bronze",1982
"2351","David Chalmers",23,49,"Bronze",1982
"2352","Alastair Rucklidge",23,49,"Bronze",1982
"2353","Cezary Juszczak",23,49,"Bronze",1982
"2354","Jan-Erik Brundell",23,49,"Bronze",1982
"2355","Paul Nevile Balister",23,49,"Bronze",1982
"2356","David Adam Chalcraft",23,49,"Bronze",1982
"2357","Kuno Zhuber - Okrog",22,55,"Bronze",1982
"2358","Ivan Deman",22,55,"Bronze",1982
"2359","Ori Ganor",22,55,"Bronze",1982
"2360","Tonny Hurkens",22,55,"Bronze",1982
"2361","Miroslav Engliš",21,59,"Bronze",1982
"2362","Rita Csákány",21,59,"Bronze",1982
"2363","Bayasgalan Bansragchiyn",21,59,"Bronze",1982
"2364","Alan Blair",20,62,NA,1982
"2365","Philippe Kahn",20,62,NA,1982
"2366","Igor Kukavica",20,62,NA,1982
"2367","Michel Goemans",19,65,NA,1982
"2368","Ricardo Teixeira de Carvalho",19,65,NA,1982
"2369","Leonidas Palios",19,65,NA,1982
"2370","Richard Meijer",19,65,NA,1982
"2371","Nelson Medina",18,69,NA,1982
"2372","Mor Amitai",18,69,NA,1982
"2373","Yael Karshon",18,69,NA,1982
"2374","Petar Pavešić",18,69,NA,1982
"2375","René Dager Salomon",17,73,NA,1982
"2376","Ernesto Moreno Frias",17,73,NA,1982
"2377","Hervé Bonnaud",17,73,NA,1982
"2378","Guy Even",17,73,NA,1982
"2379","Peter de Bruin",17,73,NA,1982
"2380","Iiro Honkala",16,78,NA,1982
"2381","Wiktor Konstantinidis",16,78,NA,1982
"2382","Viggo Eriksson",15,80,NA,1982
"2383","Todd Cardno",14,81,NA,1982
"2384","Benjamin Enriquez",14,81,NA,1982
"2385","Georgios Stamoulis",14,81,NA,1982
"2386","Mihai Caragiu",14,81,NA,1982
"2387","Dirk Vertigan",13,85,NA,1982
"2388","Alair Pereira do Lago",13,85,NA,1982
"2389","Iyannis Dandalis",13,85,NA,1982
"2390","Orloh Dorzhaydabin",13,85,NA,1982
"2391","Edward D. Hatton",12,89,NA,1982
"2392","Erdehebayar Dambasirengijn",12,89,NA,1982
"2393","Karim Zerhouni",11,91,NA,1982
