"","Name","Total","Rank","Award","Year"
"3815","Marten Fels",27,88,"Bronze",1989
"3816","Amirabas Abedy",27,88,"Bronze",1989
"3817","Alessandro D'Andrea",27,88,"Bronze",1989
"3818","Mun Yew Lee",27,88,"Bronze",1989
"3819","Vin de Silva",27,88,"Bronze",1989
"3820","Ha Huy Minh",27,88,"Bronze",1989
"3821","Dimitar Grancharov",26,98,"Bronze",1989
"3822","Plamen Iliev",26,98,"Bronze",1989
"3823","Jeffrey Higham",26,98,"Bronze",1989
"3824","Georgios Papoutsis",26,98,"Bronze",1989
"3825","Tolga Güney",26,98,"Bronze",1989
"3826","Changkai Yu",25,103,"Bronze",1989
"3827","Arvind Rajaraman",24,104,"Bronze",1989
"3828","Svante Linusson",24,104,"Bronze",1989
"3829","Aslan Mehmet",24,104,"Bronze",1989
"3830","David B. Carlton",24,104,"Bronze",1989
"3831","Peter Manhart",23,108,"Bronze",1989
"3832","Rolando Uranga Piña",23,108,"Bronze",1989
"3833","Franck Latremoliere",23,108,"Bronze",1989
"3834","Prodromos Symeonidis",23,108,"Bronze",1989
"3835","János Csirik",23,108,"Bronze",1989
"3836","Johan Wästlund",23,108,"Bronze",1989
"3837","Philippe Masson",22,114,"Bronze",1989
"3838","Hugh Thomas",22,114,"Bronze",1989
"3839","Emmanuel Grenier",22,114,"Bronze",1989
"3840","LaiChee Man",22,114,"Bronze",1989
"3841","Amol S. Dighe",22,114,"Bronze",1989
"3842","Upendra B. Kulkarni",22,114,"Bronze",1989
"3843","Stuart Brodie Faulds",22,114,"Bronze",1989
"3844","Adam Sikora",22,114,"Bronze",1989
"3845","Brian Weatherson",21,122,"Bronze",1989
"3846","Ian Goldberg",21,122,"Bronze",1989
"3847","Germán Rincón",21,122,"Bronze",1989
"3848","Jean Louis Tu",21,122,"Bronze",1989
"3849","Carlo Mantegazza",21,122,"Bronze",1989
"3850","Vicente Muñoz Velazquez",21,122,"Bronze",1989
"3851","Trần Trong Thang",21,122,"Bronze",1989
"3852","Jeffrey Sax",20,129,"Bronze",1989
"3853","Edson Roberto Abe",20,129,"Bronze",1989
"3854","Shahriar Mokhtari Sharghi",20,129,"Bronze",1989
"3855","Łukasz Senator",20,129,"Bronze",1989
"3856","Paisan Nakmahachalasint",20,129,"Bronze",1989
"3857","Maniel Ruiz Lopez",19,134,"Bronze",1989
"3858","Marcus André de Carvalho Torres",19,134,"Bronze",1989
"3859","Carlos Gustavo T. de A. Moreira",19,134,"Bronze",1989
"3860","Dimitrios Statopoulos",19,134,"Bronze",1989
"3861","Nejat Cingi",19,134,"Bronze",1989
"3862","Ayse Selma Çizmeci",19,134,"Bronze",1989
"3863","Đoàn Hồng Nghiã",19,134,"Bronze",1989
"3864","Kevin Davey",18,141,"Bronze",1989
"3865","Markus Oswald",18,141,"Bronze",1989
"3866","Beljadid Lahcen",18,141,"Bronze",1989
"3867","Melvin Koppens",18,141,"Bronze",1989
"3868","Michael Ian Porteous",18,141,"Bronze",1989
"3869","Michał Furmańczyk",18,141,"Bronze",1989
"3870","Milena Radnović",18,141,"Bronze",1989
"3871","Serge Lehman",17,148,"Honourable mention",1989
"3872","Stefan Rombouts",17,148,"Honourable mention",1989
"3873","Kai Pak Chan",17,148,"Honourable mention",1989
"3874","Mátyás Sustik",17,148,"Honourable mention",1989
"3875","Guðbjörn Freyr Jónsson",17,148,"Honourable mention",1989
"3876","Fulvio Piccinonno",17,148,"Honourable mention",1989
"3877","Erick Alejandro Mancera Dávila",17,148,"Honourable mention",1989
"3878","Francisco Javier Zaragoza Martínez",17,148,"Honourable mention",1989
"3879","Piet Brouwer",17,148,"Honourable mention",1989
"3880","Jan Kristian Haugland",17,148,"Honourable mention",1989
"3881","Orjan Johansen",17,148,"Honourable mention",1989
"3882","Cho-Hong Min",17,148,"Honourable mention",1989
"3883","Vui Chap Lam",17,148,"Honourable mention",1989
"3884","Somporn Chanprajakwanich",17,148,"Honourable mention",1989
"3885","Jorge Alejandro Piñero Barcelo",16,162,"Honourable mention",1989
"3886","Enrique Valereanho",16,162,"Honourable mention",1989
"3887","Lup Keen Ng",16,162,"Honourable mention",1989
"3888","Juan Camilo Gomez",15,165,"Honourable mention",1989
"3889","Tommi V. Timonen",15,165,"Honourable mention",1989
"3890","Andrew David McMurry",15,165,"Honourable mention",1989
"3891","Abdelkrim Karim",15,165,"Honourable mention",1989
"3892","José Pedro Fernandes da Silva Coelho",15,165,"Honourable mention",1989
"3893","Mats Anderson",15,165,"Honourable mention",1989
"3894","John Anthony Simcox",15,165,"Honourable mention",1989
"3895","? Rustamaji",14,172,NA,1989
"3896","Romano Lonardoni",14,172,"Honourable mention",1989
"3897","Andrea Maffei",14,172,"Honourable mention",1989
"3898","? Al-Mutawa",14,172,NA,1989
"3899","Juan Carlos Vera",13,176,"Honourable mention",1989
"3900","Hannu Helminen",13,176,"Honourable mention",1989
"3901","Lucas du Croo de Jong",13,176,"Honourable mention",1989
"3902","Jin-Min Chung",13,176,"Honourable mention",1989
"3903","Nessim Chabouni",13,176,"Honourable mention",1989
"3904","Peter Haindl",12,181,"Honourable mention",1989
"3905","Diego Jara",12,181,"Honourable mention",1989
"3906","Antonios Ikonomou",12,181,"Honourable mention",1989
"3907","Shuk-Han Yau",12,181,NA,1989
"3908","Med Badreddine El Quazzani",12,181,"Honourable mention",1989
"3909","Bok Gi Kim",12,181,"Honourable mention",1989
"3910","Dong Hun Lee",12,181,"Honourable mention",1989
"3911","Mehmet Özhabeş",12,181,"Honourable mention",1989
"3912","Jaka Cimprič",12,181,"Honourable mention",1989
"3913","Andrew Chow",11,190,"Honourable mention",1989
"3914","Castor José Alvarez Bebesa",11,190,"Honourable mention",1989
"3915","Christina Draper Fontanales",11,190,"Honourable mention",1989
"3916","Enrique Garcia Lopez",11,190,"Honourable mention",1989
"3917","Adel Akrout",11,190,"Honourable mention",1989
"3918","Clive Jones",11,190,NA,1989
"3919","Fremior Camba Aldanás",10,196,NA,1989
"3920","Kimmo Uutela",10,196,"Honourable mention",1989
"3921","Youssef El Hajjam",10,196,"Honourable mention",1989
"3922","Shane Allan Blackett",10,196,"Honourable mention",1989
"3923","Karl Antony Tomlinson",10,196,"Honourable mention",1989
"3924","Cesar Olivares",10,196,"Honourable mention",1989
"3925","Heejin Park",10,196,NA,1989
"3926","Patpong Laosuwan",10,196,"Honourable mention",1989
"3927","Marc Lardinois",9,204,NA,1989
"3928","Li-Vang Lozada Chang",9,204,"Honourable mention",1989
"3929","Hrafnkell Kárason",9,204,"Honourable mention",1989
"3930","Isaac Brincas",9,204,"Honourable mention",1989
"3931","? Allouche",9,204,NA,1989
"3932","Philip Gleeson",8,209,NA,1989
"3933","James Law",8,209,"Honourable mention",1989
"3934","Regas Neophyton",8,209,"Honourable mention",1989
"3935","Jukka Kohonen",8,209,NA,1989
"3936","Shin Yeung Chiu",8,209,NA,1989
"3937","Alyani Kurosh",8,209,"Honourable mention",1989
"3938","? Owayed",8,209,NA,1989
"3939","Miguel Wilhelm Ruiz Tupac Yupanqui",8,209,NA,1989
"3940","Francisco Ramos Gonçalves Pereira",8,209,"Honourable mention",1989
"3941","Alberto Garcia Martinez",8,209,"Honourable mention",1989
"3942","Javier Portella Lemos",8,209,"Honourable mention",1989
"3943","? Khadar",8,209,NA,1989
"3944","Katherine Mary Christie",8,209,"Honourable mention",1989
"3945","Evangelos Mouroukos",7,222,"Honourable mention",1989
"3946","Manoj P. Samanta",7,222,"Honourable mention",1989
"3947","Stephen Craddock",7,222,NA,1989
"3948","Juan Antonio Valera Olguin",7,222,NA,1989
"3949","Alex Heinis",7,222,NA,1989
"3950","Diogo Luis Aguiar Gomes Castro Vasconcelos",7,222,"Honourable mention",1989
"3951","José Emidio Dias Piedade",7,222,"Honourable mention",1989
"3952","Mika Seppä",6,229,NA,1989
"3953","Kim K. Simelius",6,229,NA,1989
"3954","Conrad Hughes",6,229,NA,1989
"3955","Aharon Miller",6,229,NA,1989
"3956","? Dashti",6,229,NA,1989
"3957","Juan Jiménez Ramírez",6,229,NA,1989
"3958","? Masmoudi",6,229,NA,1989
"3959","Christopher Eckett",5,236,NA,1989
"3960","Bernhard Klinger",5,236,NA,1989
"3961","Shauy Hsu Pin",5,236,NA,1989
"3962","Symeon Karmios",5,236,NA,1989
"3963","Finian Raftery",5,236,NA,1989
"3964","Ido Barnea",5,236,NA,1989
"3965","? Moussaoui",5,236,NA,1989
"3966","Neil Glew",5,236,NA,1989
"3967","José Fajardo",5,236,NA,1989
"3968","Rommel Regis",5,236,NA,1989
"3969","Mattias Jonsson",5,236,NA,1989
"3970","Mauritz Sundell",5,236,NA,1989
"3971","Soteroula Loizidou",4,248,NA,1989
"3972","Chrystalla Lymbouridou",4,248,NA,1989
"3973","Ólafur Örn Jónsson",4,248,NA,1989
"3974","? Satriyo Nugroho",4,248,NA,1989
"3975","Pascal Zeihen",4,248,NA,1989
"3976","Gabriela Mallen Ornelas",4,248,NA,1989
"3977","Gerton Lunter",4,248,NA,1989
"3978","S. Stephenson",4,248,NA,1989
"3979","Siripong Atipan",4,248,NA,1989
"3980","? Diaz",4,248,NA,1989
"3981","Matthias Langer",3,258,NA,1989
"3982","Halldór Árnason",3,258,NA,1989
"3983","? Murali Dhar",3,258,NA,1989
"3984","Salah Boftain",3,258,NA,1989
"3985","? Zari",3,258,NA,1989
"3986","? Cabrera",3,258,NA,1989
"3987","Marisciel Litong",3,258,NA,1989
"3988","Constantinos Stavrakis",2,265,NA,1989
"3989","? Wiharto",2,265,NA,1989
"3990","Jillian Delaney",2,265,NA,1989
"3991","Diarmuid Manning",2,265,NA,1989
"3992","Arne Aas",2,265,NA,1989
"3993","Ceferino Sanchez",2,265,NA,1989
"3994","Tiago Paula Nogueira Marques",2,265,NA,1989
"3995","Leandro Marin Muños",2,265,NA,1989
"3996","? Daroj",2,265,NA,1989
"3997","? Cohen",2,265,NA,1989
"3998","Tadeu Alexandre de A. e Silva",1,275,NA,1989
"3999","Georgios Hadjispyrides",1,275,NA,1989
"4000","? Soepriadi",1,275,NA,1989
"4001","Avraham Goldstein",1,275,NA,1989
"4002","Eric Angelo Franco",1,275,NA,1989
"4003","Michael Garcia",1,275,NA,1989
"4004","Per Carlbom",1,275,NA,1989
"4005","? Liengpansakul",1,275,NA,1989
"4006","Alexandre Xavier Iwata de Carvalho",0,283,NA,1989
"4007","Mauricio Romero Sicre",0,283,NA,1989
"4008","? Hermanto",0,283,NA,1989
"4009","? Wirasaputra",0,283,NA,1989
"4010","? Al-Marzouq",0,283,NA,1989
"4011","? Baqer",0,283,NA,1989
"4012","António Carlos Oliveira",0,283,NA,1989
"4013","? Cerda",0,283,NA,1989
"4014","? Romero",0,283,NA,1989
"4015","Vincent Lafforgue",42,1,"Gold",1990
"4016","Jianhua Wang",42,1,"Gold",1990
"4017","Tong Zhou",42,1,"Gold",1990
"4018","Evgenia Malinnikova",42,1,"Gold",1990
"4019","Song Wang",41,5,"Gold",1990
"4020","Alexander Perlin",40,6,"Gold",1990
"4021","Alexandr Stoyauovski",40,6,"Gold",1990
"4022","Oliver Maxim Riordan",40,6,"Gold",1990
"4023","Vin de Silva",39,9,"Gold",1990
"4024","Kiran Kedlaya",39,9,"Gold",1990
"4025","T. Asparuhov",38,11,"Gold",1990
"4026","Rina Panigrahy",38,11,"Gold",1990
"4027","Carlos Gustavo T. de A. Moreira",37,13,"Gold",1990
"4028","Pierre Casevitz",36,14,"Gold",1990
"4029","Sergio Conti",36,14,"Gold",1990
"4030","Marc Pauly",36,14,"Gold",1990
"4031","Jialian Yu",36,14,"Gold",1990
"4032","Zhaohui Zhang",36,14,"Gold",1990
"4033","Teodor Bănică",36,14,"Gold",1990
"4034","Jeffrey M. Vanderkam",35,20,"Gold",1990
"4035","Cedric Peschard",34,21,"Gold",1990
"4036","Gyula Lakos",34,21,"Gold",1990
"4037","Florin Belgun",34,21,"Gold",1990
"4038","Petr Hliněný",33,24,"Silver",1990
"4039","Thomas Mautsch",33,24,"Silver",1990
"4040","János Csirik",33,24,"Silver",1990
"4041","Chao Ku",33,24,"Silver",1990
"4042","Royce Peng",33,24,"Silver",1990
"4043","Danny Brown",32,29,"Silver",1990
"4044","Sergiu Moroianu",32,29,"Silver",1990
"4045","Avinoam Freedman",32,29,"Silver",1990
"4046","Jan Hendrik Schmidt",31,32,"Silver",1990
"4047","Yizhak Peer",31,32,"Silver",1990
"4048","Grzegorz Zwara",31,32,"Silver",1990
"4049","Štěpán Kasal",30,35,"Silver",1990
"4050","Jan Fricke",30,35,"Silver",1990
"4051","Christoph Zechner",29,37,"Silver",1990
"4052","Petev Dimov",29,37,"Silver",1990
"4053","Ian Goldberg",29,37,"Silver",1990
"4054","József Balogh",29,37,"Silver",1990
"4055","Youssef El Hajjam",29,37,"Silver",1990
"4056","Michał Rams",29,37,"Silver",1990
"4057","Dragoş Iftimie",29,37,"Silver",1990
"4058","Jeffrey Grossman",28,44,"Silver",1990
"4059","Franck Latremoliere",28,44,"Silver",1990
"4060","Torsten Ehrhardt",27,46,"Silver",1990
"4061","Yosuke Suma",27,46,"Silver",1990
"4062","Jan Kristian Haugland",27,46,"Silver",1990
"4063","Georgi Aleramov",27,46,"Silver",1990
"4064","Timothy Adam",26,50,"Silver",1990
"4065","Ondrej Šuch",26,50,"Silver",1990
"4066","Sang Chol Ryu",26,50,"Silver",1990
"4067","Bodo Laß",26,50,"Silver",1990
"4068","Behrang Noohi",26,50,"Silver",1990
"4069","Ali Rajaei",26,50,"Silver",1990
"4070","Ingrid Voigt",25,56,"Silver",1990
"4071","B. Prakash",25,56,"Silver",1990
"4072","Payman L. Kassaei",25,56,"Silver",1990
"4073","Atsuo Yamauchi",25,56,"Silver",1990
"4074","Oddvar Kloster",25,56,"Silver",1990
"4075","Latirr Chiraz",25,56,"Silver",1990
"4076","Ivan Solovyov",25,56,"Silver",1990
"4077","Michal Konečný",24,63,"Silver",1990
"4078","Pavol Severa",24,63,"Silver",1990
"4079","Tamás Hausel",24,63,"Silver",1990
"4080","Arash Rastegar",24,63,"Silver",1990
"4081","Ronald de Man",24,63,"Silver",1990
"4082","Morten Kloster",24,63,"Silver",1990
"4083","Myung Kwang Byun",24,63,"Silver",1990
"4084","Xuân Du Phạm",24,63,"Silver",1990
"4085","Brian Weatherson",23,71,"Silver",1990
"4086","Plamen Koev",23,71,"Silver",1990
"4087","Georgi Shivkov Nedev",23,71,"Silver",1990
"4088","Emanuil Todorov",23,71,"Silver",1990
"4089","Juan Camilo Gomez",23,71,"Silver",1990
"4090","Alessandro D'Andrea",23,71,"Silver",1990
"4091","Peter Grenholm",23,71,"Silver",1990
"4092","Joel Rosenberg",23,71,"Silver",1990
"4093","Miroslav Šilović",23,71,"Silver",1990
"4094","Matthias Langer",22,80,"Bronze",1990
"4095","In Chel Kim",22,80,"Bronze",1990
"4096","Gyong Sik Li",22,80,"Bronze",1990
"4097","Astrid Mirle",22,80,"Bronze",1990
"4098","Chi Hin Lau",22,80,"Bronze",1990
"4099","Attila Kondacs",22,80,"Bronze",1990
"4100","Roberto Avanzi",22,80,"Bronze",1990
"4101","Osamu Iyama",22,80,"Bronze",1990
"4102","Pascal Zeihen",22,80,"Bronze",1990
"4103","Marius Crainic",22,80,"Bronze",1990
"4104","Diego Jara",21,90,"Bronze",1990
"4105","Carlos Thompson",21,90,"Bronze",1990
"4106","Rüdiger Belch",21,90,"Bronze",1990
"4107","Thomas Gleim",21,90,"Bronze",1990
"4108","Jan Kneißler",21,90,"Bronze",1990
"4109","Markus Oswald",21,90,"Bronze",1990
"4110","Angelo Di Pasquale",20,96,"Bronze",1990
"4111","Bernhard Klinger",20,96,"Bronze",1990
"4112","Marco Antonio Meggiolaro",20,96,"Bronze",1990
"4113","Etsuko Amano",20,96,"Bronze",1990
"4114","Gergely Harcos",20,96,"Bronze",1990
"4115","Frosti Pétursson",20,96,"Bronze",1990
"4116","Moses Samson Charikar",20,96,"Bronze",1990
"4117","Timothy Sturge",20,96,"Bronze",1990
"4118","Paisan Nakmahachalasint",20,96,"Bronze",1990
"4119","Igor Dolinka",20,96,"Bronze",1990
"4120","Giorgos Zacharia",19,106,"Bronze",1990
"4121","Kin-Wah Chan",19,106,"Bronze",1990
"4122","Wing Kai Leung",19,106,"Bronze",1990
"4123","Aharon Miller",19,106,"Bronze",1990
"4124","Blas René Treviño Tijerina",19,106,"Bronze",1990
"4125","Peter Österlund",19,106,"Bronze",1990
"4126","Vladimir Baranovski",19,106,"Bronze",1990
"4127","Amites Sarkar",19,106,"Bronze",1990
"4128","Ha Duong Phan Thị",19,106,"Bronze",1990
"4129","Xuân Ha Vũ",19,106,"Bronze",1990
"4130","Joseph Lau",18,116,"Bronze",1990
"4131","Elisabeth le Strange",18,116,"Bronze",1990
"4132","Peter Haindl",18,116,"Bronze",1990
"4133","Júlio Cesar de Souza Rebelo",18,116,"Bronze",1990
"4134","Sang Ryong Pak",18,116,"Bronze",1990
"4135","Kimmo Uutela",18,116,"Bronze",1990
"4136","Markus Bisanz",18,116,"Bronze",1990
"4137","Yuk Ho",18,116,"Bronze",1990
"4138","Sefi Ladkani",18,116,"Bronze",1990
"4139","Melvin Koppens",18,116,"Bronze",1990
"4140","Alexandru Dan Ionescu",18,116,"Bronze",1990
"4141","Chong Hui Tan",18,116,"Bronze",1990
"4142","Ben Hamed Suliane",18,116,"Bronze",1990
"4143","Michael Fryers",18,116,"Bronze",1990
"4144","Vladimir Baltić",18,116,"Bronze",1990
"4145","Gerald Scheinmayr",17,131,"Bronze",1990
"4146","Desikan Pavankumar",17,131,"Bronze",1990
"4147","Ludovico Pernazza",17,131,"Bronze",1990
"4148","Andrea Sodomaco",17,131,"Bronze",1990
"4149","Abdul-Rahman Ahmad",17,131,"Bronze",1990
"4150","Tae-Jin Kim",17,131,"Bronze",1990
"4151","Li Woon Lim",17,131,"Bronze",1990
"4152","Andreas Strömbergsson",17,131,"Bronze",1990
"4153","Fernardo Ariel Broner",16,139,"Bronze",1990
"4154","Dominic Yip",16,139,"Bronze",1990
"4155","Stoykov Kostov",16,139,"Bronze",1990
"4156","Rolando Uranga Piña",16,139,"Bronze",1990
"4157","Martin Dindoš",16,139,"Bronze",1990
"4158","Andreas Argiriou",16,139,"Bronze",1990
"4159","Andrew David McMurry",16,139,"Bronze",1990
"4160","Guy Mayraz",16,139,"Bronze",1990
"4161","Lorenzo Cornalba",16,139,"Bronze",1990
"4162","René Sitters",16,139,"Bronze",1990
"4163","Christopher Tuffley",16,139,"Bronze",1990
"4164","Jorgen Lorentz",16,139,"Bronze",1990
"4165","Wyant S. Chan",16,139,"Bronze",1990
"4166","Andrzej Kondracki",16,139,"Bronze",1990
"4167","Sirote Sookprem",16,139,"Bronze",1990
"4168","Nejat Cingi",16,139,"Bronze",1990
"4169","Trường Lan Lê",16,139,"Bronze",1990
"4170","Christoph Stroh",15,156,"Honourable mention",1990
"4171","Andrew Chow",15,156,"Honourable mention",1990
"4172","Hugh Thomas",15,156,"Honourable mention",1990
"4173","Xavier Gabain",15,156,"Honourable mention",1990
"4174","Christos Adamaras",15,156,"Honourable mention",1990
"4175","Cian Sean Dorr",15,156,NA,1990
"4176","Danah Al-Mulla",15,156,NA,1990
"4177","Belekira Hamid",15,156,NA,1990
"4178","Diane Maclagan",15,156,NA,1990
"4179","Seung Kyun Lee",15,156,NA,1990
"4180","Zihuai Jin",15,156,"Honourable mention",1990
"4181","Changkai Yu",15,156,"Honourable mention",1990
"4182","Daniel Lasaosa Medarde",15,156,NA,1990
"4183","Tunay İhsan Tunca",15,156,NA,1990
"4184","Hoang Huy Vũ",15,156,NA,1990
"4185","Samir Aitarane",14,171,NA,1990
"4186","Luis Victor Dieulefait",14,171,"Honourable mention",1990
"4187","Jamal A. Abdulla",14,171,NA,1990
"4188","Fadhel M. Al-Mawlani",14,171,"Honourable mention",1990
"4189","Jim Lok Ma",14,171,"Honourable mention",1990
"4190","Tomoyuki Katsumata",14,171,NA,1990
"4191","Raúl Segura Acevedo",14,171,"Honourable mention",1990
"4192","Purebbajar Thengel",14,171,NA,1990
"4193","Ziwei Lin",14,171,NA,1990
"4194","Han Yin Hsi",14,171,NA,1990
"4195","Enrique Garcia Lopez",14,171,NA,1990
"4196","Francisco M. Ogando Serrano",14,171,NA,1990
"4197","Ivan Anić",14,171,"Honourable mention",1990
"4198","Ariel David Landau",13,184,NA,1990
"4199","Nazar Mohamed H. Kamaluddin",13,184,NA,1990
"4200","Luciano Guimarães Monteiro de Castro",13,184,NA,1990
"4201","Mijail Borges Quintana",13,184,NA,1990
"4202","Mika Seppä",13,184,NA,1990
"4203","Guillaume Texier",13,184,NA,1990
"4204","Wing Leung Cheng",13,184,NA,1990
"4205","Julian Norman McCrae",13,184,NA,1990
"4206","Qais Al-Bassam",13,184,"Honourable mention",1990
"4207","Batniam Baatarjab",13,184,"Honourable mention",1990
"4208","Raimondo Eggink",13,184,"Honourable mention",1990
"4209","Dag Madsen",13,184,NA,1990
"4210","Andrzej Kosiński",13,184,"Honourable mention",1990
"4211","Marco Castrillon Lopez",13,184,NA,1990
"4212","Tolga Etgü",13,184,"Honourable mention",1990
"4213","Alan Iwi",13,184,"Honourable mention",1990
"4214","Alen Selimbegović",13,184,NA,1990
"4215","Pablo Ariel Milrud",12,201,"Honourable mention",1990
"4216","Nadhem A. Abdulla Hassan",12,201,NA,1990
"4217","Jukka Kohonen",12,201,"Honourable mention",1990
"4218","Evgeniou Theodoros",12,201,NA,1990
"4219","Arvind Rajaraman",12,201,NA,1990
"4220","Vahid Tavasoli",12,201,NA,1990
"4221","Eduardo Dueñez Guzmán",12,201,"Honourable mention",1990
"4222","Philip Vialoux",12,201,"Honourable mention",1990
"4223","José Pedro Fernandes da Silva Coelho",12,201,NA,1990
"4224","Bong-Gyun Koh",12,201,"Honourable mention",1990
"4225","Javier Arregui Garcia",12,201,NA,1990
"4226","Fredrik Andréasson",12,201,NA,1990
"4227","Latif Kalın",12,201,"Honourable mention",1990
"4228","Thomas Leinster",12,201,NA,1990
"4229","Timothy Kokesh",12,201,NA,1990
"4230","Guido Jorge Castro Odio",11,216,"Honourable mention",1990
"4231","Ryong Song Pak",11,216,NA,1990
"4232","Aidan Hollinshead",11,216,NA,1990
"4233","Kin Gong Yuen",11,216,NA,1990
"4234","Dorjsuren Baramsai",11,216,"Honourable mention",1990
"4235","Michael Burns",11,216,NA,1990
"4236","Siripong Atipan",11,216,"Honourable mention",1990
"4237","Soontorn Oraintara",11,216,"Honourable mention",1990
"4238","Hà Huy Tài",11,216,NA,1990
"4239","Julio Cesar Exposito Garcia",10,225,NA,1990
"4240","Alien Herrera Torres",10,225,NA,1990
"4241","Panayiotis Georgiou",10,225,NA,1990
"4242","Chol Nam Chong",10,225,NA,1990
"4243","Nur Aditya Buana",10,225,NA,1990
"4244","Kenichi Kono",10,225,NA,1990
"4245","Youssfi Chrif",10,225,NA,1990
"4246","Quintijn Puite",10,225,"Honourable mention",1990
"4247","Krzysztof Frączek",10,225,"Honourable mention",1990
"4248","Diogo Luis Aguiar Gomes Castro Vasconcelos",10,225,NA,1990
"4249","Gunnar Andersson",10,225,NA,1990
"4250","Frank Wikström",10,225,NA,1990
"4251","Arafat Şahin",10,225,NA,1990
"4252","Vanja Dunjić",10,225,NA,1990
"4253","Aymen Hassan Al-Sayrafi",9,239,NA,1990
"4254","Madronero Javier",9,239,NA,1990
"4255","Juan Carlos Vera",9,239,NA,1990
"4256","Nicolaos Toumbas",9,239,NA,1990
"4257","Jari Lappalainen",9,239,NA,1990
"4258","Dimitrios Dimopoulos",9,239,NA,1990
"4259","Welni Hendra",9,239,NA,1990
"4260","David James Galvin",9,239,NA,1990
"4261","Hamid Reza Davoodi",9,239,NA,1990
"4262","Atsushi Kitaueda",9,239,NA,1990
"4263","Fong I Che",9,239,NA,1990
"4264","Christian Lelong Imaz",9,239,NA,1990
"4265","Luis Fernando Rodríguez Acosta",9,239,NA,1990
"4266","Bennant Mohamed Karim",9,239,NA,1990
"4267","Erjen Lefeber",9,239,NA,1990
"4268","Philip Saysell",9,239,"Honourable mention",1990
"4269","Jen Jootar",9,239,NA,1990
"4270","Özcan Öztürk",9,239,NA,1990
"4271","Miltos Kambourides",8,257,NA,1990
"4272","Ivo ?",8,257,NA,1990
"4273","Uri Bader",8,257,NA,1990
"4274","Shaima Al-Ghunaim",8,257,NA,1990
"4275","Zorigt Ulzibat",8,257,"Honourable mention",1990
"4276","Jbira Arouggou",8,257,NA,1990
"4277","Jonathan Sy",8,257,NA,1990
